4/20/2010,6132
4/21/2010,7453
4/22/2010,4707
4/23/2010,5092
4/24/2010,2900
4/25/2010,4328
4/26/2010,6213
4/27/2010,5135
4/28/2010,5502
4/29/2010,5569
4/30/2010,6092
5/1/2010,7958
5/2/2010,5844
5/3/2010,6830
5/4/2010,6270
5/5/2010,5180
5/6/2010,10093
